# global.columns = ID FORM LEMMA UPOS XPOS FEATS HEAD DEPREL DEPS MISC
# sent_id = Q006034-1
# text = Marduk apkal ilāni bēl têrēte Ninurta qarrād Igigi u Anunnaki Nergal gitmālu šar tamhāri Nusku nāš haṭṭi elleti ilu multālu Ninlil hīrti Enlil ummi ilāni rabûti Ištar rēštīti šamê erṣeti ša paraṣ qardūte šuklulat
1	Marduk	Marduk	PROPN	DN	Case=Undefined|Gender=M	0	root	0:root	{d}AMAR.UTU
22	hīrti	hīrtu	NOUN	N	Case=Undefined|Gender=F|Nounbase=Bound|Number=Sg	21	appos	21:appos	hi-ir-ti
23	Enlil	Enlil	PROPN	DN	Case=Undefined|Gender=M	22	nmod:poss	22:nmod:poss	{d}BAD
24	ummi	ummu	NOUN	N	Case=Undefined|Gender=F|Nounbase=Bound|Number=Sg	21	appos	21:appos	um-mi
25	ilāni	ilu	NOUN	N	Case=Undefined|Gender=M|Nounbase=Undefined|Number=Pl	24	nmod:poss	24:nmod:poss	DINGIR.MEŠ
26	rabûti	rabû	ADJ	AJ	Case=Undefined|Gender=M|Number=Pl	25	amod	25:amod	GAL.MEŠ
27	Ištar	Ištar	PROPN	DN	Case=Undefined|Gender=F	1	conj	1:conj	{d}INANNA
28	rēštīti	rēštû	NOUN	AJ	Case=Undefined|Gender=F|Nounbase=Bound|Number=Sg	27	appos	27:appos	_
29	šamê	šamû	NOUN	N	Case=Undefined|Gender=M|Nounbase=Undefined|Number=Pl	28	nmod:poss	28:nmod:poss	AN-e
30	erṣeti	erṣetu	NOUN	N	Case=Gen|Gender=F|Nounbase=Free|Number=Sg	28	nmod:poss	28:nmod:poss	KI-ti
31	ša	ša	PRON	DET	_	34	nsubj	34:nsubj	ša₂
32	paraṣ	parṣu	NOUN	N	Case=Undefined|Gender=M|Nounbase=Bound|Number=Sg	34	obl	34:obl	pa-ra-aṣ
33	qardūte	qardu	NOUN	AJ	Case=Gen|Gender=F|Nounbase=Free|Number=Sg	32	nmod:poss	32:nmod:poss	qar-du-te
34	šuklulat	šuklulu	VERB	AJ	Finiteness=Stative|Gender=F|Number=Sg|Person=3|Verbstem=S	27	acl:relcl	27:acl:relcl	šuk-lu-lat

# sent_id = Q006034-2
# text = ilāni rabûte gāmerūt purussî mušimmū šīmāti
1	ilāni	ilu	NOUN	N	Case=Undefined|Gender=M|Nounbase=Undefined|Number=Pl	0	root	0:root	DINGIR.MEŠ
2	rabûte	rabû	ADJ	AJ	Case=Undefined|Gender=M|Number=Pl	1	amod	1:amod	GAL.MEŠ-te
3	gāmerūt	gāmiru	NOUN	AJ	Case=Undefined|Gender=M|Nounbase=Bound|Number=Pl	1	appos	1:appos	ga-me-ru-ut
4	purussî	purussû	NOUN	N	Case=Undefined|Gender=M|Nounbase=Undefined|Number=Pl	3	nmod:poss	3:nmod:poss	EŠ.BAR-i
5	mušimmū	mušimmu	NOUN	N	Case=Undefined|Gender=M|Nounbase=Bound|Number=Pl	1	appos	1:appos	mu-šim-mu
6	šīmāti	šīmtu	NOUN	N	Case=Undefined|Gender=F|Nounbase=Free|Number=Pl	5	nmod:poss	5:nmod:poss	{d}NAM.MEŠ

# sent_id = Q006034-3
# text = x x x ta šu Ninurta rubā naʾda
1	x	_	X	u	_	_	_	_	x
2	x	_	X	u	_	_	_	_	x
3	x	_	X	u	_	_	_	_	x
4	ta	_	X	u	_	_	_	_	ta
5	šu	šû	X	N	_	_	_	_	šu
6	Ninurta	Ninurta	PROPN	DN	Case=Undefined|Gender=M	_	_	_	{d}nin-urta
7	rubā	rubû	NOUN	N	Case=Acc|Gender=M|Nounbase=Free|Number=Sg	0	root	0:root	NUN-a
8	naʾda	naʾdu	ADJ	AJ	Case=Acc|Gender=M|Number=Sg	7	amod	7:amod	na-a-da

# sent_id = Q006034-4
# text = x ša ina šassūr ummi kīniš x nabnītī ana nabnīt bēlē uštennû
1	x	_	X	u	_	_	_	_	x
2	ša	ša	PRON	REL	_	7	nsubj	7:nsubj	ša
3	ina	ina	ADP	PRP	_	4	case	4:case	ina
4	šassūr	šassūru	NOUN	N	Case=Undefined|Gender=F|Nounbase=Bound|Number=Sg	7	obl	7:obl	ŠA₃.TUR₃
5	ummi	ummu	NOUN	N	Case=Undefined|Gender=F|Nounbase=Bound|Number=Sg	4	nmod:poss	4:nmod:poss	um-mi
6	kīniš	kīniš	ADV	AV	_	7	advmod	7:advmod	ki-ni-iš
7	x	_	VERB	u	_	0	root	0:root	x
8-9	nabnītī	_	_	_	_	_	_	_	_
8	nabnīt	_	NOUN	_	Case=Undefined|Gender=F|Nounbase=Suffixal|Number=Sg	13	obj	13:obj	_
9	ī	_	PRON	_	Number=Sg|Person=1	8	det	8:det	_
10	ana	ana	ADP	PRP	_	11	case	11:case	a-na
11	nabnīt	nabnītu	NOUN	N	Case=Undefined|Gender=F|Nounbase=Bound|Number=Sg	13	obl	13:obl	nab-ni-it
12	bēlē	bēlu	NOUN	N	Case=Undefined|Gender=M|Nounbase=Undefined|Number=Pl	11	nmod:poss	11:nmod:poss	_
13	uštennû	šanû	VERB	V	Finiteness=Finite|Gender=M|Mood=Indicative|Number=Pl|Person=3|Subordinative=Yes|Tense=Preterit|Verbstem=St	7	conj	7:conj	uš-te-en₆-nu-u₂

# sent_id = Q006034-5
# text = x x x x x nišī x x x x a hi elleti x x šikin bunnannîya išeriš ušekliluma x x x x x a x x x x a šu x x u ina x x x x x ana pāni x x x ina bīt ili x x-a-ti ša x x x x a x x x x x x x ga ru x x x iš x x x x
1	x	_	X	u	_	_	_	_	x
2	x	_	X	u	_	_	_	_	x
3	x	_	X	u	_	_	_	_	x
4	x	_	X	u	_	_	_	_	x
5	x	_	X	u	_	_	_	_	x
6	nišī	nišu	NOUN	N	Case=Undefined|Gender=F|Nounbase=Undefined|Number=Pl	_	_	_	UN.MEŠ
7	x	_	X	u	_	_	_	_	x
8	x	_	X	u	_	_	_	_	x
9	x	_	X	u	_	_	_	_	x
10	x	_	X	_	_	_	_	_	x
11	a	a	X	N	_	_	_	_	a
12	hi	_	X	u	_	_	_	_	hi
13	elleti	ellu	ADJ	AJ	Case=Gen|Gender=F|Number=Sg	_	_	_	KU₃-ti
14	x	_	X	u	_	_	_	_	x
15	x	_	X	u	_	_	_	_	x
16	šikin	šiknu	NOUN	N	Case=Undefined|Gender=M|Nounbase=Bound|Number=Sg	20	obj	20:obj	ši-kin₂
17-18	bunnannîya	_	_	_	_	_	_	_	_
17	bunnannî	bunnannû	NOUN	N	Case=Gen|Gender=M|Nounbase=Suffixal|Number=Pl	16	nmod:poss	16:nmod:poss	bu-un-na-ni-a
18	ya	_	PRON	_	Number=Sg|Person=1	17	det	17:det	_
19	išeriš	išariš	ADV	AV	_	20	advmod	20:advmod	i-še-riš
20-21	ušekliluma	_	_	_	_	_	_	_	_
20	ušeklilū	šuklulu	VERB	V	Finiteness=Finite|Gender=M|Mood=Indicative|Number=Pl|Person=3|Tense=Preterit|Verbstem=S	0	root	0:root	u₂-šek₂-li-lu-ma
21	ma	_	CCONJ	_	_	_	_	_	_
22	x	_	X	u	_	_	_	_	x
23	x	_	X	u	_	_	_	_	x
24	x	_	X	u	_	_	_	_	x
25	x	_	X	u	_	_	_	_	x
26	x	_	X	u	_	_	_	_	x
27	a	a	X	N	_	_	_	_	a
28	x	_	X	u	_	_	_	_	x
29	x	_	X	u	_	_	_	_	x
30	x	_	X	u	_	_	_	_	x
31	x	_	X	u	_	_	_	_	x
32	a	a	X	N	_	_	_	_	a
33	šu	šû	X	N	_	_	_	_	šu
34	x	_	X	u	_	_	_	_	x
35	x	_	X	u	_	_	_	_	x
36	u	u	CCONJ	CNJ	_	_	_	_	u₃
37	ina	ina	ADP	PRP	_	_	_	_	i-na
38	x	_	X	u	_	_	_	_	x
39	x	_	X	u	_	_	_	_	x
40	x	_	X	u	_	_	_	_	x
41	x	_	X	u	_	_	_	_	x
42	x	_	X	u	_	_	_	_	x
43	ana	ana	ADP	PRP	_	44	case	44:case	a-na
44	pāni	pānu	NOUN	N	Case=Gen|Gender=M|Nounbase=Free|Number=Sg	0	root	0:root	pa-ni
45	x	_	X	u	_	_	_	_	x
46	x	_	X	u	_	_	_	_	x
47	x	_	X	u	_	_	_	_	x
48	ina	ina	ADP	PRP	_	49	case	49:case	i-na
49	bīt	bītu	NOUN	N	Case=Undefined|Gender=M|Nounbase=Bound|Number=Sg	0	root	0:root	E₂
50	ili	ilu	NOUN	N	Case=Gen|Gender=M|Nounbase=Free|Number=Sg	49	nmod:poss	49:nmod:poss	DINGIR
51	x	_	X	u	_	_	_	_	x
52	x-a-ti	_	X	u	_	_	_	_	x-a-ti
53	ša	ša	X	DET	_	_	_	_	ša₂
54	x	_	X	u	_	_	_	_	x
55	x	_	X	u	_	_	_	_	x
56	x	_	X	u	_	_	_	_	x
57	x	_	X	u	_	_	_	_	x
58	a	a	X	N	_	_	_	_	a
59	x	_	X	u	_	_	_	_	x
60	x	_	X	u	_	_	_	_	x
61	x	_	X	u	_	_	_	_	x
62	x	_	X	u	_	_	_	_	x
63	x	_	X	u	_	_	_	_	x
64	x	_	X	u	_	_	_	_	x
65	x	_	X	u	_	_	_	_	x
66	ga	ga	X	N	_	_	_	_	ga
67	ru	_	X	u	_	_	_	_	ru
68	x	_	X	u	_	_	_	_	x
69	x	_	X	u	_	_	_	_	x
70	x	_	X	u	_	_	_	_	x
71	iš	_	X	u	_	_	_	_	iš
72	x	_	X	u	_	_	_	_	x
73	x	_	X	_	_	_	_	_	_
74	x	_	X	_	_	_	_	_	_
75	x	_	X	_	_	_	_	_	_

